"model","ssp","region","pop_weight","population_unit","gdp_unit","gdp_per_capita_unit","year","pop","gdp","gdp_per_capita","growth_pop","growth_gdp_per_capita","mean_growth_pop","mean_growth_gdp_per_capita"
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2174,172.2783717755185,12410.229276005535,72035.9099526217,-0.4336572739834114,0.10689026202419889,-0.43701357791840983,0.10791948598632214
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2175,171.5370118628734,12369.907015942152,72112.17498548156,-0.43032674676719995,0.10587085373117866,-0.4336572739834114,0.10689026202419889
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2176,170.80451143006263,12330.00065549442,72187.7926540778,-0.4270217983022361,0.104861167495605,-0.43032674676719995,0.10587085373117866
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2177,170.0807405807307,12290.50504636072,72262.76769724493,-0.42374223214138906,0.10386111059859222,-0.4270217983022361,0.104861167495605
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2178,169.36557172570735,12251.415117124508,72337.10483359655,-0.42048785334626,0.10287059120551105,-0.42374223214138906,0.10386111059859222
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2179,168.65887953499976,12212.725871904897,72410.80876130529,-0.41725846847559456,0.10188951835755553,-0.42048785334626,0.10287059120551105
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2180,167.96054089091987,12174.43238903417,72483.88415789112,-0.41405388557378475,0.1009178019633903,-0.41725846847559456,0.10188951835755553
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2181,167.27043484231794,12136.529819761749,72556.33568001768,-0.4108739141594592,0.09995535279087761,-0.41405388557378475,0.1009178019633903
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2182,166.58844255989223,12099.013386983866,72628.16796329676,-0.4077183652141606,0.09900208245888313,-0.4108739141594592,0.09995535279087761
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2183,165.9144472925473,12061.878383998572,72699.38562210057,-0.40458705117111066,0.09805790342916001,-0.4077183652141606,0.09900208245888313
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2184,165.24833432477325,12025.12017328533,72769.99324938176,-0.4014797859040609,0.09712272899831025,-0.40458705117111066,0.09805790342916001
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2185,164.5899909350196,11988.734185308753,72839.99541650091,-0.3983963847162294,0.09619647328982278,-0.4014797859040609,0.09712272899831025
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2186,163.93930635503713,11952.715917345957,72909.3966730615,-0.3953366643293222,0.09527905124618756,-0.3983963847162294,0.09619647328982278
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2187,163.296171730164,11917.060932336968,72978.20154675221,-0.39230044287263927,0.09437037862108467,-0.3953366643293222,0.09527905124618756
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2188,162.66048008053005,11881.764857757704,73046.41454319618,-0.3892875398722641,0.09347037197164813,-0.39230044287263927,0.09437037862108467
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2189,162.0321262631571,11846.823384515,73114.04014580738,-0.38629777624033623,0.09257894865080331,-0.3892875398722641,0.09347037197164813
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2190,161.4110069349312,11812.232265863271,73181.0828156538,-0.3833309742644062,0.09169602679967755,-0.38629777624033623,0.09257894865080331
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2191,160.79702051642496,11777.987316342267,73247.54699132737,-0.3803869575968723,0.09082152534008309,-0.3833309742644062,0.09169602679967755
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2192,160.1900671565479,11744.084410735484,73313.43708882037,-0.3774655512444985,0.08995536396707168,-0.3803869575968723,0.09082152534008309
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2193,159.59004869800415,11710.519483048804,73378.7575014084,-0.3745665815580125,0.08909746314156032,-0.3774655512444985,0.08995536396707168
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2194,158.99686864353626,11677.288525508891,73443.51259953955,-0.3716898762217843,0.08824774408302709,-0.3745665815580125,0.08909746314156032
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2195,158.41043212293584,11644.387587580954,73507.70673072984,-0.36883526424358354,0.08740612876227692,-0.3716898762217843,0.08824774408302709
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2196,157.8306458608012,11611.812775005434,73571.34421946468,-0.36600257594441576,0.08657253989427613,-0.36883526424358354,0.08740612876227692
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2197,157.25741814502325,11579.5602488532,73634.42936710619,-0.36319164294843653,0.08574690093105541,-0.36600257594441576,0.08657253989427613
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2198,156.69065879598114,11547.626224598876,73696.96645180647,-0.36040229817294317,0.08492913605468048,-0.36319164294843653,0.08574690093105541
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2199,156.13027913643032,11516.006971211937,73758.9597284264,-0.3576343758184433,0.08411917017028978,-0.36040229817294317,0.08492913605468048
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2200,155.57619196206494,11484.698810265112,73820.41342846013,-0.3548877113587998,0.08331692889919849,-0.3576343758184433,0.08411917017028978
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2201,155.02831151273824,11453.698115059791,73881.33175996486,-0.3521621415314511,0.08252233857206848,-0.3548877113587998,0.08331692889919849
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2202,154.48655344432444,11423.001309768117,73941.71890749614,-0.34945750432770695,0.08173532622214323,-0.3521621415314511,0.08252233857206848
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2203,153.95083480120596,11392.604868591234,74001.57903204816,-0.3467736389831185,0.08095581957854735,-0.34945750432770695,0.08173532622214323
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2204,153.42107398937068,11362.50531493358,74060.91627099937,-0.3441103859679226,0.08018374705965,-0.3467736389831185,0.08095581957854735
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2205,152.89719075010413,11332.699220592714,74119.73473806285,-0.34146758697755897,0.07941903776649158,-0.3441103859679226,0.08018374705965
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2206,152.37910613426166,11303.1832049644,74178.03852324172,-0.3388450849232609,0.0786616214762731,-0.34146758697755897,0.07941903776649158
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2207,151.86674247710673,11273.953934262669,74235.83169278927,-0.3362427239227174,0.07791142863590775,-0.3388450849232609,0.0786616214762731
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2208,151.36002337370104,11245.008120754468,74293.11828917371,-0.3336603492908081,0.07716839035563373,-0.3362427239227174,0.07791142863590775
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2209,150.8588736548332,11216.342522008688,74349.90233104753,-0.33109780753040824,0.07643243840268832,-0.3336603492908081,0.07716839035563373
"PIK GDP-32","SSP3","USA",1.0,"million","billion US$2005/yr","US$2005 per person",2210,150.36321936347267,11187.953940159128,74406.18781322122,-0.3285549463232648,0.07570350519504196,-0.33109780753040824,0.07643243840268832
