"year","country","pop","gdp"
2159,"USA",434.59860843723663,59584.87603327036
2160,"USA",434.1347616867929,59882.8988544058
2161,"USA",433.6738051753349,60180.602720888826
2162,"USA",433.2157183637135,60477.978981707885
2163,"USA",432.76048088525744,60775.01906862643
2164,"USA",432.3080725440542,61071.71449636716
2165,"USA",431.85847331325033,61368.056862780046
2166,"USA",431.4116633333717,61664.03784899484
2167,"USA",430.9676229106632,61959.64921955767
2168,"USA",430.52633251544734,62254.88282255257
2169,"USA",430.08777278050184,62549.73058970755
2170,"USA",429.6519244994559,62844.1845364859
2171,"USA",429.2187686252048,63138.2367621627
2172,"USA",428.7882862683427,63431.87944988674
2173,"USA",428.3604586956132,63725.10486672814
2174,"USA",427.9352673283782,64017.90536371197
2175,"USA",427.5126937411029,64310.27337583775
2176,"USA",427.09271965985994,64602.20142208549
2177,"USA",426.67532696084874,64893.68210540815
2178,"USA",426.26049766893266,65184.7081127108
2179,"USA",425.84821395619247,65475.272214816825
2180,"USA",425.43845814049627,65765.36726642126
2181,"USA",425.0312126840854,66054.98620603148
2182,"USA",424.62646019217647,66344.12205589548
2183,"USA",424.22418341157896,66632.76792191796
2184,"USA",423.82436522932863,66920.91699356443
2185,"USA",423.42698867133595,67208.56254375349
2186,"USA",423.0320369010501,67495.69792873753
2187,"USA",422.63949321813726,67782.31658797212
2188,"USA",422.2493410571747,68068.41204397417
2189,"USA",421.8615639863584,68353.97790216915
2190,"USA",421.4761457062257,68639.0078507276
2191,"USA",421.0930700483918,68923.49566039094
2192,"USA",420.7123209743008,69207.43518428717
2193,"USA",420.3338825739901,69490.82035773614
2194,"USA",419.95773906486863,69773.64519804518
2195,"USA",419.5838747905088,70055.90380429463
2196,"USA",419.2122742194515,70337.59035711424
2197,"USA",418.8429219440246,70618.69911844976
2198,"USA",418.4758026791742,70899.22443132073
2199,"USA",418.1109012613086,71179.1607195692
2200,"USA",417.7482026471555,71458.50248759949
2201,"USA",417.3876919126314,71737.24432010972
2202,"USA",417.0293542517231,72015.3808818147
2203,"USA",416.6731749753819,72292.90691716062
2204,"USA",416.31913951042986,72569.8172500319
2205,"USA",415.9672333984775,72846.10678345001
2206,"USA",415.6174422948538,73121.77049926485
2207,"USA",415.2697519675473,73396.80345783842
2208,"USA",414.9241482961595,73671.20079772148
2209,"USA",414.5806172708689,73944.95773532297
2210,"USA",414.23914499140614,74218.06956457246
2211,"USA",413.89971766604094,74490.531656576
2212,"USA",413.56232161057943,74762.33945926523
2213,"USA",413.2269432473723,75033.48849704028
2214,"USA",412.8935691043338,75303.97437040631
2215,"USA",412.5621858139711,75573.79275560404
2216,"USA",412.23278011242456,75842.93940423436
2217,"USA",411.9053388385172,76111.41014287734
2218,"USA",411.5798489328155,76379.20087270548
2219,"USA",411.2562974366995,76646.30756909178
2220,"USA",410.93467149144334,76912.72628121238
2221,"USA",410.61495833730487,77178.45313164436
2222,"USA",410.2971453126257,77443.48431595834
2223,"USA",409.98121985294017,77707.81610230665
2224,"USA",409.6671694900944,77971.44483100656
2225,"USA",409.354981851374,78234.36691411928
2226,"USA",409.0446446586416,78496.57883502466
2227,"USA",408.7361457274827,78758.07714799153
2228,"USA",408.42947296636174,79018.85847774438
2229,"USA",408.12461437578565,79278.91951902572
2230,"USA",407.82155804747725,79538.25703615526
2231,"USA",407.52029216355686,79796.86786258503
2232,"USA",407.22080499573246,80054.74890045133
2233,"USA",406.92308490449847,80311.89712012325
2234,"USA",406.6271203383427,80568.30955974826
2235,"USA",406.3328998329622,80823.9833247944
2236,"USA",406.0404120104861,81078.91558758997
2237,"USA",405.7496455787076,81333.10358686003
2238,"USA",405.46058933032367,81586.54462726072
2239,"USA",405.1732321421823,81839.23607891066
2240,"USA",404.8875629745378,82091.17537692023
2241,"USA",404.60357087031355,82342.3600209185
2242,"USA",404.3212449543733,82592.78757457796
2243,"USA",404.04057443279817,82842.4556651373
2244,"USA",403.7615485921733,83091.36198292235
2245,"USA",403.48415679887984,83339.50428086497
2246,"USA",403.20838849839544,83586.88037402059
2247,"USA",402.93423321460153,83833.48813908403
2248,"USA",402.66168054909775,84079.3255139038
2249,"USA",402.39072018052315,84324.39049699514
2250,"USA",402.12134186388465,84568.68114705189
2251,"USA",401.8535354298922,84812.19558245709
2252,"USA",401.58729078430065,85054.93198079262
2253,"USA",401.32259790725834,85296.88857834796
2254,"USA",401.05944685266246,85538.06366962801
2255,"USA",400.7978277475206,85778.45560686028
2256,"USA",400.53773079131906,86018.0627995014
2257,"USA",400.2791462553975,86256.88371374308
2258,"USA",400.0220644823298,86494.9168720178
2259,"USA",399.7664758853112,86732.1608525038
2260,"USA",399.5123709475514,86968.61428863014
2261,"USA",399.2597402216743,87204.27586858142
2262,"USA",399.0085743291232,87439.1443348025
2263,"USA",398.7588639595722,87673.21848350308
2264,"USA",398.5105998703435,87906.49716416252
2265,"USA",398.2637728858306,88138.97927903479
2266,"USA",398.01837389692673,88370.66378265353
2267,"USA",397.77439386045984,88601.54968133764
2268,"USA",397.53182379863256,88831.63603269708
2269,"USA",397.2906547984677,89060.92194513927
2270,"USA",397.05087801125984,89289.406577376
2271,"USA",396.8124846520317,89517.08913793093
2272,"USA",396.57546599899615,89743.96888464791
2273,"USA",396.3398133930237,89970.04512419974
2274,"USA",396.1055182371149,90195.31721159826
2275,"USA",395.87257199587816,90419.78454970484
2276,"USA",395.6409661950127,90643.44658874224
2277,"USA",395.4106924207964,90866.3028258071
2278,"USA",395.1817423195789,91088.35280438387
2279,"USA",394.9541075972796,91309.59611385972
2280,"USA",394.7277800188903,91530.03238904069
2281,"USA",394.50275140798334,91749.66130966898
2282,"USA",394.2790136462235,91968.48259994182
2283,"USA",394.0565586728859,92186.49602803151
2284,"USA",393.8353784843775,92403.70140560703
2285,"USA",393.61546513376385,92620.09858735684
2286,"USA",393.3968107303005,92835.68747051372
2287,"USA",393.1794074389681,93050.46799438076
2288,"USA",392.9632474800135,93264.44013985909
2289,"USA",392.7483231284935,93477.6039289775
2290,"USA",392.53462671382454,93689.9594244235
2291,"USA",392.3221506193357,93901.50672907628
2292,"USA",392.1108872818265,94112.24598554157
2293,"USA",391.9008291911289,94322.17737568812
2294,"USA",391.6919688896732,94531.30112018649
2295,"USA",391.4842989720586,94739.6174780492
2296,"USA",391.2778120846272,94947.12674617348
2297,"USA",391.0725009250427,95153.82925888566
2298,"USA",390.8683582418728,95359.72538748758
2299,"USA",390.6653768341757,95564.81553980538
2300,"USA",390.4635495510901,95769.10015974012
2301,"USA",390.2628692914301,95972.57972682086
2302,"USA",390.0633290032825,96175.2547557595
2303,"USA",389.8649216836093,96377.1257960084
2304,"USA",389.66764037785305,96578.19343131968
2305,"USA",389.4714781795464,96778.4582793074
2306,"USA",389.27642822992505,96977.92099101136
2307,"USA",389.0824837175445,97176.58225046404
2308,"USA",388.8896378779001,97374.44277425902
2309,"USA",388.69788399305145,97571.50331112262
2310,"USA",388.50721539124936,97767.7646414875
2311,"USA",388.3176254465668,97963.22757706868
2312,"USA",388.1291075785333,98157.89296044216
2313,"USA",387.94165525177254,98351.76166462614
2314,"USA",387.7552619756438,98544.83459266444
2315,"USA",387.56992130388613,98737.1126772127
2316,"USA",387.3856268342661,98928.59688012696
2317,"USA",387.2023722082289,99119.28819205494
2318,"USA",387.0201511105528,99309.18763202985
2319,"USA",386.8389572690061,99498.2962470666
2320,"USA",386.6587844540083,99686.6151117612
2321,"USA",386.47962647829365,99874.14532789197
2322,"USA",386.3014771965779,100060.88802402404
2323,"USA",386.12433050522833,100246.84435511622
2324,"USA",385.9481803419368,100432.0155021307
2325,"USA",385.77302068539547,100616.40267164528
2326,"USA",385.598845554976,100800.00709546826
2327,"USA",385.4256490104112,100982.83003025626
2328,"USA",385.2534251514799,101164.87275713444
2329,"USA",385.0821681176948,101346.13658131998
2330,"USA",384.9118720879925,101526.62283174747
2331,"USA",384.7425312804273,101706.33286069788
2332,"USA",384.5741399518669,101885.2680434296
2333,"USA",384.4066923976918,102063.4297778128
2334,"USA",384.24018295149625,102240.8194839661
2335,"USA",384.074605984793,102417.43860389624
2336,"USA",383.90995590672014,102593.28860114043
2337,"USA",383.7462271637507,102768.3709604117
2338,"USA",383.5834142394048,102942.68718724654
2339,"USA",383.4215116539648,103116.23880765589
2340,"USA",383.26051396419234,103289.02736777844
2341,"USA",383.10041576304826,103461.05443353698
2342,"USA",382.94121167941535,103632.32159029764
2343,"USA",382.782896377823,103802.83044253154
2344,"USA",382.6254645581747,103972.58261347952
2345,"USA",382.46891095547784,104141.57974481957
2346,"USA",382.313230339576,104309.82349633708
2347,"USA",382.1584175148832,104477.31554559796
2348,"USA",382.0044673201216,104644.0575876242
2349,"USA",381.85137462805994,104810.05133457262
2350,"USA",381.6991343452559,104975.29851541632
2351,"USA",381.5477414117996,105139.80087562856
2352,"USA",381.3971908010598,105303.56017687
2353,"USA",381.24747751943255,105466.57819667808
2354,"USA",381.09859660609146,105628.85672815976
2355,"USA",380.95054313274096,105790.3975796866
2356,"USA",380.8033122033709,105951.20257459274
2357,"USA",380.656898954014,106111.27355087565
2358,"USA",380.511298552505,106270.6123608996
2359,"USA",380.3665061982421,106429.22087110204
2360,"USA",380.2225171219504,106587.10096170226
2361,"USA",380.0793265854477,106744.2545264134
2362,"USA",379.9369298814115,106900.68347215655
2363,"USA",379.7953223331494,107056.3897187782
2364,"USA",379.6544992943701,107211.3751987698
2365,"USA",379.5144561489575,107365.64185699043
2366,"USA",379.3751883107457,107519.19165039196
2367,"USA",379.23669122329727,107672.02654774704
2368,"USA",379.098960359682,107824.1485293795
2369,"USA",378.9619912222587,107975.5595868978
2370,"USA",378.8257793424582,108126.2617229308
2371,"USA",378.69032028056864,108276.25695086634
2372,"USA",378.5556096255224,108425.54729459235
2373,"USA",378.4216429946847,108574.1347882408
2374,"USA",378.2884160336446,108722.02147593384
2375,"USA",378.15592441600694,108869.20941153316
2376,"USA",378.0241638431869,109015.7006583914
2377,"USA",377.8931300442056,109161.49728910626
2378,"USA",377.7628187754884,109306.60138527756
2379,"USA",377.6332258206634,109451.01503726628
2380,"USA",377.50434699036344,109594.74034395652
2381,"USA",377.3761781220283,109737.77941252
2382,"USA",377.2487150797096,109880.1343581828
2383,"USA",377.1219537538766,110021.80730399508
2384,"USA",376.9958900612242,110162.8003806027
2385,"USA",376.8705199444824,110303.11572602192
2386,"USA",376.7458393722272,110442.7554854162
2387,"USA",376.62184433869334,110581.72181087545
2388,"USA",376.4985308635882,110720.01686119802
2389,"USA",376.37589499190807,110857.64280167494
2390,"USA",376.25393279375504,110994.6018038764
2391,"USA",376.132640364156,111130.89604544111
2392,"USA",376.01201382288315,111266.52770986746
2393,"USA",375.89204931427554,111401.49898630768
2394,"USA",375.77274300706273,111535.81206936372
2395,"USA",375.6540910941895,111669.46915888623
2396,"USA",375.53608979264214,111802.4724597752
2397,"USA",375.4187353432763,111934.82418178316
2398,"USA",375.3020240106461,112066.52653932088
2399,"USA",375.1859520828346,112197.58175126524
2400,"USA",375.070515871286,112327.99204076912
2401,"USA",374.955711710639,112457.7596350741
2402,"USA",374.84153595856145,112586.88676532492
2403,"USA",374.72798499558667,112715.37566638638
2404,"USA",374.6150552249508,112843.2285766625
2405,"USA",374.50274307243166,112970.44773791789
2406,"USA",374.391044986189,113097.03539510108
2407,"USA",374.27995743660586,113222.99379617044
2408,"USA",374.1694769161313,113348.32519192185
2409,"USA",374.0595999391248,113473.03183581882
2410,"USA",373.9503230417011,113597.11598382468
2411,"USA",373.8416427815771,113720.57989423664
2412,"USA",373.73355573792,113843.42582752233
2413,"USA",373.6260585111956,113965.65604615818
2414,"USA",373.5191477230195,114087.27281447008
2415,"USA",373.4128200160081,114208.27839847573
2416,"USA",373.30707205363154,114328.67506572945
2417,"USA",373.2019005200677,114448.46508516886
2418,"USA",373.0973021200572,114567.65072696336
2419,"USA",372.9932735787598,114686.23426236508
2420,"USA",372.88981164161186,114804.2179635612
2421,"USA",372.786913074185,114921.60410352897
2422,"USA",372.68457466204575,115038.39495589188
2423,"USA",372.58279321061656,115154.5927947784
2424,"USA",372.48156554503765,115270.19989468242
2425,"USA",372.38088851003033,115385.21853032548
2426,"USA",372.28075896976105,115499.65097652104
2427,"USA",372.1811738077069,115613.49950804062
2428,"USA",372.0821299265217,115726.7663994817
2429,"USA",371.9836242479038,115839.45392513755
2430,"USA",371.88565371246426,115951.56435886894
2431,"USA",371.7882152795967,116063.09997397744
2432,"USA",371.6913059273477,116174.06304308077
2433,"USA",371.5949226522884,116284.4558379899
2434,"USA",371.4990624693874,116394.28062958764
2435,"USA",371.40372241188413,116503.53968770948
2436,"USA",371.30889953116366,116612.23528102558
2437,"USA",371.21459089663233,116720.36967692504
2438,"USA",371.1207935955944,116827.94514140156
2439,"USA",371.02750473312955,116934.96393894075
2440,"USA",370.9347214319716,117041.42833240933
2441,"USA",370.8424408323879,117147.3405829459
2442,"USA",370.75066009206006,117252.70294985332
2443,"USA",370.65937638596495,117357.51769049282
2444,"USA",370.5685869062574,117461.78706017951
2445,"USA",370.4782888621533,117565.5133120798
2446,"USA",370.3884794798137,117668.69869711026
2447,"USA",370.29915600223035,117771.34546383788
2448,"USA",370.21031568911104,117873.45585838232
2449,"USA",370.1219558167669,117975.03212431924
2450,"USA",370.0340736780001,118076.07650258548
2451,"USA",369.9466665819922,118176.59123138568
2452,"USA",369.859731854194,118276.5785461002
2453,"USA",369.7732668362158,118376.04067919492
2454,"USA",369.6872688857183,118474.9798601321
2455,"USA",369.6017353763051,118573.39831528308
2456,"USA",369.5166636974154,118671.2982678421
2457,"USA",369.4320512542173,118768.68193774173
2458,"USA",369.347895467503,118865.55154156969
2459,"USA",369.26419377358366,118961.90929248708
2460,"USA",369.18094362418566,119057.75740014794
2461,"USA",369.0981424863476,119153.09807062028
2462,"USA",369.0157878423181,119247.93350630836
2463,"USA",368.9338771894539,119342.26590587648
2464,"USA",368.85240804011977,119436.09746417384
2465,"USA",368.77137792158805,119529.43037216103
2466,"USA",368.6907843759397,119622.2668168377
2467,"USA",368.61062495996583,119714.60898117136
2468,"USA",368.5308972450701,119806.45904402768
2469,"USA",368.45159881717166,119897.8191801021
2470,"USA",368.372727276609,119988.69155985246
2471,"USA",368.29428023804456,120079.07834943297
2472,"USA",368.2162553303699,120168.98171062944
2473,"USA",368.1386501966118,120258.4038007959
2474,"USA",368.0614624938388,120347.34677279204
2475,"USA",367.98468989306866,120435.81277492207
2476,"USA",367.9083300791765,120523.80395087472
2477,"USA",367.83238075080345,120611.3224396646
2478,"USA",367.7568396202664,120698.37037557426
2479,"USA",367.6817044134677,120784.94988809784
2480,"USA",367.6069728698065,120871.06310188546
2481,"USA",367.5326427420898,120956.71213668924
2482,"USA",367.458711796445,121041.89910730984
2483,"USA",367.3851778122324,121126.62612354444
2484,"USA",367.3120385819588,121210.8952901357
2485,"USA",367.2392919111917,121294.70870672194
2486,"USA",367.1669356184738,121378.06846778802
2487,"USA",367.0949675352388,121460.9766626176
2488,"USA",367.0233855057268,121543.43537524636
2489,"USA",366.95218738690176,121625.44668441603
2490,"USA",366.8813710483679,121707.0126635298
2491,"USA",366.8109343722885,121788.13538060834
2492,"USA",366.7408752533031,121868.81689824698
2493,"USA",366.67119159844816,121949.05927357406
2494,"USA",366.60188132707555,122028.86455820984
2495,"USA",366.5329423707733,122108.23479822652
2496,"USA",366.4643726732862,122187.1720341095
2497,"USA",366.3961701904378,122265.67830071913
2498,"USA",366.32833289005174,122343.75562725346
2499,"USA",366.2608587518748,122421.40603721228
2500,"USA",366.1937457675001,122498.63154836163
2501,"USA",366.1269919402903,122575.43417269926
2502,"USA",366.0605952853025,122651.81591642102
2503,"USA",365.99455382921286,122727.77877988838
2504,"USA",365.9288656102418,122803.3247575963
2505,"USA",365.86352867808023,122878.45583814236
2506,"USA",365.7985410938158,122953.17400419648
2507,"USA",365.73390092986,123027.4812324716
2508,"USA",365.6696062698758,123101.37949369516
2509,"USA",365.6056552087055,123174.87075258112
2510,"USA",365.5420458522994,123247.95696780331
2511,"USA",365.478776317645,123320.64009196908
2512,"USA",365.4158447326965,123392.9220715938
2513,"USA",365.3532492363049,123464.80484707656
2514,"USA",365.29098797814896,123536.29035267576
2515,"USA",365.22905911866576,123607.3805164865
2516,"USA",365.1674608289828,123678.07726041778
2517,"USA",365.1061912908499,123748.38250017102
2518,"USA",365.04524869657195,123818.29814521896
2519,"USA",364.9846312489417,123887.82609878556
2520,"USA",364.92433716117375,123956.96825782616
2521,"USA",364.86436465683835,124025.726513009
2522,"USA",364.8047119697959,124094.10274869668
2523,"USA",364.745377344132,124162.09884292868
2524,"USA",364.68635903409296,124229.71666740472
2525,"USA",364.6276553040216,124296.95808746832
2526,"USA",364.56926442829354,124363.82496209124
2527,"USA",364.5111846912544,124430.31914385874
2528,"USA",364.4534143871566,124496.44247895502
2529,"USA",364.3959518200974,124562.1968071498
2530,"USA",364.338795303957,124627.583961785
2531,"USA",364.2819431623369,124692.60576976238
2532,"USA",364.2253937284992,124757.26405153172
2533,"USA",364.1691453453061,124821.5606210794
2534,"USA",364.11319636515947,124885.49728591777
2535,"USA",364.05754514994146,124949.07584707496
2536,"USA",364.0021900709551,125012.29809908535
2537,"USA",363.9471295088656,125075.16582998051
2538,"USA",363.8923618536416,125137.68082128068
2539,"USA",363.8378855044975,125199.8448479868
2540,"USA",363.7836988698356,125261.65967857328
2541,"USA",363.72980036718906,125323.12707498096
2542,"USA",363.67618842316494,125384.2487926107
2543,"USA",363.62286147338784,125445.0265803176
2544,"USA",363.5698179624439,125505.46218040568
2545,"USA",363.5170563438252,125565.5573286228
2546,"USA",363.46457507987446,125625.31375415658
2547,"USA",363.41237264173014,125684.73317963026
2548,"USA",363.3604475092721,125743.81732109934
2549,"USA",363.30879817106734,125802.56788804864
2550,"USA",363.2574231243165,125860.9865833898
2551,"USA",363.2063208748003,125919.07510345922
2552,"USA",363.1554899368267,125976.83513801638
2553,"USA",363.1049288331781,126034.26837024276
2554,"USA",363.0546360950594,126091.37647674122
2555,"USA",363.0046102620458,126148.16112753523
2556,"USA",362.95484988203134,126204.6239860696
2557,"USA",362.9053535111781,126260.7667092106
2558,"USA",362.8561197138648,126316.59094724692
2559,"USA",362.8071470626368,126372.09834389114
2560,"USA",362.7584341381555,126427.2905362813
2561,"USA",362.7099795291492,126482.1691549832
2562,"USA",362.661781832363,126536.73582399264
2563,"USA",362.61383965251014,126590.99216073852
2564,"USA",362.5661516022232,126644.93977608596
2565,"USA",362.51871630200526,126698.58027433993
2566,"USA",362.47153238018245,126751.91525324911
2567,"USA",362.4245984728557,126804.94630401045
2568,"USA",362.37791322385334,126857.67501127347
2569,"USA",362.3314752846842,126910.10295314554
2570,"USA",362.28528331449064,126962.23170119722
2571,"USA",362.2393359800022,127014.0628204677
2572,"USA",362.1936319554891,127065.59786947096
2573,"USA",362.1481699227168,127116.838400202
2574,"USA",362.1029485709004,127167.78595814356
2575,"USA",362.05796659665896,127218.44208227284
2576,"USA",362.0132227039712,127268.80830506902
2577,"USA",361.9687156041303,127318.88615252054
2578,"USA",361.9244440157001,127368.67714413303
2579,"USA",361.88040666447074,127418.18279293748
2580,"USA",361.83660228341495,127467.40460549844
2581,"USA",361.7930296126447,127516.34408192284
2582,"USA",361.7496873993681,127565.00271586892
2583,"USA",361.70657439784634,127613.38199455544
2584,"USA",361.6636893693514,127661.48339877104
2585,"USA",361.6210310821236,127709.30840288415
2586,"USA",361.5785983113296,127756.8584748529
2587,"USA",361.5363898390207,127804.1350762352
2588,"USA",361.4944044540917,127851.13966219948
2589,"USA",361.45264095223894,127897.87368153536
2590,"USA",361.4110981359205,127944.3385766643
2591,"USA",361.36977481431455,127990.5357836512
2592,"USA",361.32866980327987,128036.46673221565
2593,"USA",361.2877819253152,128082.1328457434
2594,"USA",361.2471100095197,128127.53554129857
2595,"USA",361.2066528915531,128172.6762296353
2596,"USA",361.1664094135971,128217.55631521047
2597,"USA",361.1263784243154,128262.17719619576
2598,"USA",361.0865587788159,128306.54026449066
2599,"USA",361.0469493386114,128350.6469057352
2600,"USA",361.00754897158174,128394.49849932302
2601,"USA",360.9683565519358,128438.09641841472
2602,"USA",360.9293709601739,128481.44202995136
2603,"USA",360.8905910830496,128524.53669466784
2604,"USA",360.8520158135334,128567.38176710704
2605,"USA",360.81364405077505,128609.97859563353
2606,"USA",360.7754747000671,128652.32852244796
2607,"USA",360.7375066728082,128694.4328836013
2608,"USA",360.699738886467,128736.29300900929
2609,"USA",360.662170264546,128777.91022246708
2610,"USA",360.6247997365457,128819.28584166426
2611,"USA",360.5876262379291,128860.42117819944
2612,"USA",360.5506487100864,128901.31753759582
2613,"USA",360.5138661002998,128941.97621931612
2614,"USA",360.4772773617086,128982.398516778
2615,"USA",360.44088145327464,129022.58571736976
2616,"USA",360.40467733974776,129062.539102466
2617,"USA",360.36866399163176,129102.25994744332
2618,"USA",360.3328403851502,129141.74952169642
2619,"USA",360.2972055022128,129181.009088654
2620,"USA",360.26175833038195,129220.0399057951
2621,"USA",360.22649786283915,129258.84322466544
2622,"USA",360.19142309835206,129297.4202908936
2623,"USA",360.15653304124163,129335.772344208
2624,"USA",360.12182670134933,129373.9006184531
2625,"USA",360.08730309400477,129411.80634160664
2626,"USA",360.05296123999335,129449.49073579612
2627,"USA",360.01880016552434,129486.95501731613
2628,"USA",359.9848189021988,129524.20039664504
2629,"USA",359.9510164869782,129561.22807846262
