"year","country","pop","gdp"
2111,"USA",461.67298978951777,47714.60475440797
2112,"USA",461.7813413201787,48056.64613200675
2113,"USA",461.8895814000084,48399.738829915266
2114,"USA",461.997710111602,48743.87621322035
2115,"USA",462.10572753757566,49089.05160804342
2116,"USA",462.2136337605672,49435.25830220098
2117,"USA",462.321428863235,49782.48954586525
2118,"USA",462.4291129282581,50130.738552225055
2119,"USA",462.53668603833586,50479.99849814667
2120,"USA",462.6441482761878,50830.26252483473
2121,"USA",462.751499724553,51181.52373849284
2122,"USA",462.85874046619045,51533.77521098418
2123,"USA",462.965870583878,51887.00998049154
2124,"USA",463.0728901604126,52241.22105217712
2125,"USA",463.1797992786101,52596.40139884173
2126,"USA",463.2865980213048,52952.54396158345
2127,"USA",463.39328647134903,53309.641650455465
2128,"USA",463.4998647116131,53667.687345123384
2129,"USA",463.6063328249852,54026.673895521344
2130,"USA",463.71269089437067,54386.59412250747
2131,"USA",463.8189390026922,54747.44081851817
2132,"USA",463.9250772328893,55109.2067482212
2133,"USA",464.0311056679181,55471.88464916784
2134,"USA",464.137024390751,55835.467232443385
2135,"USA",464.2428334843768,56199.94718331658
2136,"USA",464.34853303180006,56565.31716188749
2137,"USA",464.4541231160408,56931.56980373383
2138,"USA",464.55960382013456,57298.69772055575
2139,"USA",464.66497522713183,57666.69350081886
2140,"USA",464.77023742009806,58035.54971039559
2141,"USA",464.8753904821132,58405.25889320472
2142,"USA",464.98043449627176,58775.81357184888
2143,"USA",465.08536954568206,59147.20624825025
2144,"USA",465.1901957134663,59519.42940428411
2145,"USA",465.2949130827604,59892.47550241032
2146,"USA",465.3995217367135,60266.336986302624
2147,"USA",465.50402175848785,60641.00628147563
2148,"USA",465.60841323125845,61016.47579590959
2149,"USA",465.7126962382131,61392.73792067271
2150,"USA",465.8168708625517,61769.78503054111
2151,"USA",465.9209371874864,62147.60948461614
2152,"USA",466.024895296241,62526.203626939234
2153,"USA",466.1287452720512,62905.55978710416
2154,"USA",466.23248719816377,63285.67028086648
2155,"USA",466.3361211578368,63666.52741075029
2156,"USA",466.439647234339,64048.12346665224
2157,"USA",466.54306551095,64430.4507264426
2158,"USA",466.64637607095955,64813.501456563456
2159,"USA",466.7495789976677,65197.26791262389
2160,"USA",466.85267437438426,65581.74233999224
2161,"USA",466.95566228442885,65966.91697438512
2162,"USA",467.0585428111305,66352.78404245357
2163,"USA",467.1613160378273,66739.3357623657
2164,"USA",467.26398204786625,67126.56434438638
2165,"USA",467.3665409246032,67514.46199145356
2166,"USA",467.4689927514025,67903.02089975128
2167,"USA",467.5713376116365,68292.23325927935
2168,"USA",467.6735755886858,68682.0912544195
2169,"USA",467.77570676593854,69072.58706449828
2170,"USA",467.8777312267905,69463.71286434628
2171,"USA",467.9796490546447,69855.46082485399
2172,"USA",468.08146033291143,70247.82311352392
2173,"USA",468.18316514500754,70640.79189501925
2174,"USA",468.2847635743565,71034.35933170868
2175,"USA",468.3862557043883,71428.51758420779
2176,"USA",468.487641618539,71823.25881191654
2177,"USA",468.58892140025046,72218.57517355302
2178,"USA",468.6900951329703,72614.45882768343
2179,"USA",468.7911629001517,73010.90193324829
2180,"USA",468.89212478525286,73407.8966500847
2181,"USA",468.992980871737,73805.43513944485
2182,"USA",469.0937312430723,74203.50956451036
2183,"USA",469.1943759827312,74602.11209090306
2184,"USA",469.2949151741908,75001.23488719139
2185,"USA",469.39534890093194,75400.8701253931
2186,"USA",469.4956772464394,75801.00998147378
2187,"USA",469.5959002942019,76201.64663584139
2188,"USA",469.6960181277112,76602.77227383667
2189,"USA",469.7960308304625,77004.3790862196
2190,"USA",469.89593848595376,77406.45926965146
2191,"USA",469.99574117768594,77809.00502717299
2192,"USA",470.09543898916246,78212.00856867836
2193,"USA",470.19503200388897,78615.46211138483
2194,"USA",470.29452030537334,79019.35788029837
2195,"USA",470.3939039771252,79423.68810867496
2196,"USA",470.4931831026559,79828.44503847761
2197,"USA",470.59235776547825,80233.62092082927
2198,"USA",470.69142804910626,80639.20801646143
2199,"USA",470.790394037055,81045.19859615844
2200,"USA",470.8892558128403,81451.58494119732
2201,"USA",470.98801345997873,81858.3593437837
2202,"USA",471.0866670619868,82265.51410748305
2203,"USA",471.1852167023817,82673.04154764781
2204,"USA",471.28366246468016,83080.93399184004
2205,"USA",471.38200443239896,83489.18378024985
2206,"USA",471.4802426890542,83897.78326610933
2207,"USA",471.5783773181613,84306.72481610229
2208,"USA",471.67640840323486,84716.00081076939
2209,"USA",471.7743360277884,85125.60364490925
2210,"USA",471.8721602753339,85535.52572797473
2211,"USA",471.9698812293822,85945.75948446523
2212,"USA",472.06749897344207,86356.29735431429
2213,"USA",472.1650135910205,86767.13179327296
2214,"USA",472.26242516562223,87178.2552732888
2215,"USA",472.35973378074976,87589.66028288034
2216,"USA",472.45693951990296,88001.33932750726
2217,"USA",472.55404246657895,88413.28492993608
2218,"USA",472.651042704272,88825.48963060147
2219,"USA",472.7479403164729,89237.94598796323
2220,"USA",472.8447353866694,89650.64657885884
2221,"USA",472.9414279983458,90063.5839988515
2222,"USA",473.0380182349819,90476.75086257386
2223,"USA",473.1345061800544,90890.13980406744
2224,"USA",473.2308919170353,91303.74347711756
2225,"USA",473.32717552939226,91717.55455558376
2226,"USA",473.42335710058853,92131.56573372633
2227,"USA",473.5194367140826,92545.76972652764
2228,"USA",473.6154144533276,92960.15927001007
2229,"USA",473.7112904017722,93374.7271215488
2230,"USA",473.8070646428591,93789.46606018054
2231,"USA",473.9027372600256,94204.36888690812
2232,"USA",473.9983083367034,94619.42842500035
2233,"USA",474.093777956318,95034.63752028791
2234,"USA",474.1891462022889,95449.98904145457
2235,"USA",474.2844131580293,95865.47588032443
2236,"USA",474.37957890694577,96281.09095214482
2237,"USA",474.4746435324382,96696.82719586443
2238,"USA",474.5696071178997,97112.67757440808
2239,"USA",474.6644697467159,97528.63507494629
2240,"USA",474.75923150226544,97944.69270916114
2241,"USA",474.85389246791937,98360.8435135079
2242,"USA",474.94845272704106,98777.0805494722
2243,"USA",475.0429123629861,99193.396903823
2244,"USA",475.13727145910184,99609.78568886164
2245,"USA",475.2315300987276,100026.24004266644
2246,"USA",475.3256883651941,100442.7531293332
2247,"USA",475.4197463418234,100859.31813921164
2248,"USA",475.513704111929,101275.92828913764
2249,"USA",475.6075617588151,101692.57682266129
2250,"USA",475.70131936577695,102109.257010271
2251,"USA",475.79497701610035,102525.96214961344
2252,"USA",475.8885347930617,102942.6855657095
2253,"USA",475.98199277992734,103359.42061116575
2254,"USA",476.0753510599539,103776.16066638284
2255,"USA",476.1686097163882,104192.89913975872
2256,"USA",476.2617688324662,104609.6294678888
2257,"USA",476.35482849141374,105026.34511576172
2258,"USA",476.447788776446,105443.03957695104
2259,"USA",476.5406497707674,105859.7063738034
2260,"USA",476.6334115575711,106276.33905762246
2261,"USA",476.7260742200395,106692.93120884908
2262,"USA",476.81863784134333,107109.4764372375
2263,"USA",476.9111025046418,107525.9683820278
2264,"USA",477.0034682930825,107942.40071211444
2265,"USA",477.0957352898011,108358.76712621129
2266,"USA",477.1879035779213,108775.0613530121
2267,"USA",477.2799732405545,109191.27715134843
2268,"USA",477.3719443607996,109607.40831034246
2269,"USA",477.463817021743,110023.44864955716
2270,"USA",477.55559130645827,110439.39201914224
2271,"USA",477.6472672980061,110855.23229997656
2272,"USA",477.7388450794341,111270.96340380685
2273,"USA",477.8303247337766,111686.579273383
2274,"USA",477.9217063440545,112102.07388258928
2275,"USA",478.0129899932749,112517.44123657256
2276,"USA",478.10417576443126,112932.67537186644
2277,"USA",478.1952637405031,113347.77035651234
2278,"USA",478.2862540044558,113762.72029017676
2279,"USA",478.37714663924027,114177.51930426512
2280,"USA",478.4679417277931,114592.16156203214
2281,"USA",478.55863935303626,115006.64125868888
2282,"USA",478.6492395978769,115420.95262150638
2283,"USA",478.73974254520704,115835.08990991558
2284,"USA",478.8301482779038,116249.04741560448
2285,"USA",478.9204568788289,116662.81946261144
2286,"USA",479.0106684308285,117076.40040741536
2287,"USA",479.1007830167332,117489.7846390227
2288,"USA",479.1908007193579,117902.96657905112
2289,"USA",479.2807216215014,118315.9406818098
2290,"USA",479.3705458059464,118728.70143437682
2291,"USA",479.4602733554593,119141.24335667305
2292,"USA",479.5499043527902,119553.56100153316
2293,"USA",479.63943888067223,119965.64895477337
2294,"USA",479.72887702182214,120377.50183525607
2295,"USA",479.8182188589396,120789.1142949516
2296,"USA",479.9074644747071,121200.48101899654
2297,"USA",479.9966139517901,121611.59672574943
2298,"USA",480.0856673728362,122022.45616684342
2299,"USA",480.17462482047614,122433.0541272355
2300,"USA",480.2634863773223,122843.3854252535
2301,"USA",480.3522521259694,123253.44491263962
2302,"USA",480.4409221489943,123663.2274745914
2303,"USA",480.5294965289553,124072.7280297996
2304,"USA",480.6179753483926,124481.9415304834
2305,"USA",480.7063586898278,124890.8629624228
2306,"USA",480.7946466357639,125299.48734498808
2307,"USA",480.88283926868496,125707.80973116677
2308,"USA",480.9709366710562,126115.82520758756
2309,"USA",481.0589389253238,126523.528894542
2310,"USA",481.14684611391425,126930.91594600286
2311,"USA",481.2346583192351,127337.98154964043
2312,"USA",481.3223756236741,127744.7209268361
2313,"USA",481.4099981095992,128151.12933269289
2314,"USA",481.4975258593587,128557.20205604416
2315,"USA",481.5849589552805,128962.93441945896
2316,"USA",481.6722974796727,129368.3217792458
2317,"USA",481.75954151482273,129773.35952545304
2318,"USA",481.8466911429979,130178.0430818674
2319,"USA",481.9337464464446,130582.36790600988
2320,"USA",482.0207075073885,130986.32948912904
2321,"USA",482.1075744080345,131389.9233561925
2322,"USA",482.1943472305662,131793.1450658753
2323,"USA",482.2810260571462,132195.9902105467
2324,"USA",482.3676109699155,132598.4544162541
2325,"USA",482.4541020509939,133000.53334270508
2326,"USA",482.5404993824793,133402.22268324692
2327,"USA",482.6268030464479,133803.51816484414
2328,"USA",482.7130131249539,134204.41554805357
2329,"USA",482.7991297000295,134604.91062699765
2330,"USA",482.8851528536847,135004.99922933514
2331,"USA",482.9710826679069,135404.67721623
2332,"USA",483.0569192246614,135803.94048231828
2333,"USA",483.14266260589034,136202.7849556725
2334,"USA",483.2283128935135,136601.20659776457
2335,"USA",483.3138701694275,136999.20140342615
2336,"USA",483.3993345155061,137396.7654008075
2337,"USA",483.4847060135994,137793.89465133403
2338,"USA",483.5699847455347,138190.58524966124
2339,"USA",483.6551707931156,138586.83332362724
2340,"USA",483.7402642381218,138982.635034204
2341,"USA",483.82526516230973,139377.98657544632
2342,"USA",483.9101736474115,139772.88417443915
2343,"USA",483.9949897751355,140167.32409124295
2344,"USA",484.0797136271656,140561.30261883754
2345,"USA",484.1643452851617,140954.81608306387
2346,"USA",484.24888483075904,141347.86084256432
2347,"USA",484.3333323455684,141740.43328872108
2348,"USA",484.41768791117573,142132.52984559303
2349,"USA",484.5019516091423,142524.14696985084
2350,"USA",484.5861235210043,142915.28115071054
2351,"USA",484.6702037282728,143305.9289098653
2352,"USA",484.7541923124336,143696.08680141572
2353,"USA",484.8380893549473,144085.7514117988
2354,"USA",484.92189493724874,144474.9193597148
2355,"USA",485.00560914074725,144863.5872960532
2356,"USA",485.0892320468264,145251.75190381674
2357,"USA",485.17276373684393,145639.40989804425
2358,"USA",485.25620429213143,146026.55802573188
2359,"USA",485.3395537939943,146413.1930657527
2360,"USA",485.42281232371187,146799.31182877574
2361,"USA",485.50597996253686,147184.91115718245
2362,"USA",485.58905679169544,147569.9879249826
2363,"USA",485.6720428923873,147954.53903772903
2364,"USA",485.7549383457852,148338.5614324301
2365,"USA",485.83774323303504,148722.05207746202
2366,"USA",485.9204576352557,149105.00797247904
2367,"USA",486.0030816335386,149487.4261483228
2368,"USA",486.0856153089483,149869.3036669304
2369,"USA",486.1680587425217,150250.63762124133
2370,"USA",486.25041201526807,150631.425135103
2371,"USA",486.3326752081692,151011.66336317535
2372,"USA",486.41484840217913,151391.34949083408
2373,"USA",486.49693167822375,151770.48073407324
2374,"USA",486.5789251172011,152149.054339406
2375,"USA",486.660828799981,152527.0675837649
2376,"USA",486.74264280740505,152904.51777440103
2377,"USA",486.8243672202863,153281.4022487818
2378,"USA",486.9060021194095,153657.71837448812
2379,"USA",486.9875475855307,154033.46354911028
2380,"USA",487.06900369937694,154408.63520014298
2381,"USA",487.1503705416467,154783.23078487947
2382,"USA",487.23164819300933,155157.24779030468
2383,"USA",487.3128367341051,155530.68373298747
2384,"USA",487.3939362455449,155903.5361589718
2385,"USA",487.4749468079106,156275.80264366744
2386,"USA",487.5558685017544,156647.48079173945
2387,"USA",487.6367014075988,157018.56823699677
2388,"USA",487.7174456059368,157389.06264228065
2389,"USA",487.7981011772315,157758.96169935123
2390,"USA",487.878668201916,158128.26312877427
2391,"USA",487.95914676039354,158496.96467980676
2392,"USA",488.03953693303714,158865.06413028162
2393,"USA",488.1198388001894,159232.55928649192
2394,"USA",488.2000524421627,159599.44798307426
2395,"USA",488.280177939239,159965.7280828916
2396,"USA",488.3602153716694,160331.39747691536
2397,"USA",488.4401648196744,160696.4540841066
2398,"USA",488.52002636344366,161060.895851297
2399,"USA",488.5998000831359,161424.720753069
2400,"USA",488.6794860588787,161787.92679163523
2401,"USA",488.75908437076873,162150.51199671766
2402,"USA",488.83859509887105,162512.47442542578
2403,"USA",488.91801832321966,162873.81216213456
2404,"USA",488.9973541238168,163234.52331836172
2405,"USA",489.0766025806331,163594.6060326444
2406,"USA",489.1557637736078,163954.0584704158
2407,"USA",489.23483778264807,164312.87882388034
2408,"USA",489.3138246876291,164671.0653118896
2409,"USA",489.3927245683942,165028.6161798167
2410,"USA",489.47153750475434,165385.52969943092
2411,"USA",489.55026357648853,165741.8041687717
2412,"USA",489.6289028633432,166097.437912022
2413,"USA",489.70745544503234,166452.42927938182
2414,"USA",489.78592140123754,166806.77664694056
2415,"USA",489.8643008116075,167160.47841654968
2416,"USA",489.9425937557584,167513.53301569482
2417,"USA",490.0208003132733,167865.93889736716
2418,"USA",490.0989205637024,168217.6945399353
2419,"USA",490.1769545865628,168568.79844701584
2420,"USA",490.2549024613384,168919.24914734464
2421,"USA",490.33276426748,169269.04519464704
2422,"USA",490.41054008440466,169618.185167508
2423,"USA",490.4882299914961,169966.66766924222
2424,"USA",490.56583406810455,170314.49132776397
2425,"USA",490.64335239354654,170661.6547954563
2426,"USA",490.72078504710464,171008.1567490406
2427,"USA",490.79813210802774,171353.99588944548
2428,"USA",490.87539365553056,171699.17094167558
2429,"USA",490.9525697687938,172043.6806546806
2430,"USA",491.02966052696394,172387.52380122346
2431,"USA",491.10666600915334,172730.69917774902
2432,"USA",491.1835862944397,173073.20560425185
2433,"USA",491.2604214618665,173415.04192414484
2434,"USA",491.3371715904424,173756.2070041268
2435,"USA",491.4138367591417,174096.6997340506
2436,"USA",491.49041704690353,174436.51902679072
2437,"USA",491.5669125326325,174775.66381811103
2438,"USA",491.64332329519794,175114.13306653252
2439,"USA",491.71964941343447,175451.92575320066
2440,"USA",491.7958909661413,175789.04088175308
2441,"USA",491.87204803208266,176125.47747818698
2442,"USA",491.94812068998704,176461.23459072635
2443,"USA",492.02410901854773,176796.31128968968
2444,"USA",492.1000130964226,177130.7066673574
2445,"USA",492.1758330022337,177464.41983783885
2446,"USA",492.25156881456746,177797.44993694022
2447,"USA",492.3272206119746,178129.7961220317
2448,"USA",492.4027884729697,178461.45757191489
2449,"USA",492.47827247603146,178792.43348669048
2450,"USA",492.55367269960266,179122.7230876258
2451,"USA",492.6289892220897,179452.32561702238
2452,"USA",492.7042221218627,179781.24033808368
2453,"USA",492.7793714772559,180109.46653478275
2454,"USA",492.85443736656646,180437.00351173023
2455,"USA",492.92941986805533,180763.8505940423
2456,"USA",493.0043190599468,181090.0071272086
2457,"USA",493.07913502042845,181415.47247696045
2458,"USA",493.1538678276512,181740.24602913935
2459,"USA",493.22851755972886,182064.32718956508
2460,"USA",493.3030842947384,182387.71538390455
2461,"USA",493.3775681107198,182710.4100575405
2462,"USA",493.4519690856758,183032.41067544
2463,"USA",493.5262872975719,183353.71672202396
2464,"USA",493.6005228243364,183674.32770103612
2465,"USA",493.6746757438601,183994.2431354124
2466,"USA",493.74874613399646,184313.4625671506
2467,"USA",493.8227340725611,184631.98555718007
2468,"USA",493.8966396373323,184949.81168523175
2469,"USA",493.97046290605056,185266.9405497084
2470,"USA",494.04420395641824,185583.37176755472
2471,"USA",494.1178628661002,185899.10497412848
2472,"USA",494.19143971272314,186214.1398230708
2473,"USA",494.2649345738756,186528.47598617763
2474,"USA",494.3383475271082,186842.11315327103
2475,"USA",494.4116786499332,187155.05103207065
2476,"USA",494.4849280198245,187467.28934806553
2477,"USA",494.55809571421776,187778.82784438643
2478,"USA",494.6311818105101,188089.66628167825
2479,"USA",494.7041863860601,188399.80443797208
2480,"USA",494.7771095181876,188709.24210855903
2481,"USA",494.8499512841739,189017.97910586273
2482,"USA",494.9227117612613,189326.0152593131
2483,"USA",494.99539102665346,189633.35041522048
2484,"USA",495.067989157515,189939.98443664913
2485,"USA",495.1405062309715,190245.91720329225
2486,"USA",495.2129423241093,190551.14861134635
2487,"USA",495.2852975139758,190855.6785733865
2488,"USA",495.3575718775792,191159.50701824183
2489,"USA",495.42976549188813,191462.6338908709
2490,"USA",495.5018784338318,191765.0591522382
2491,"USA",495.5739107803,192066.7827791901
2492,"USA",495.64586260814303,192367.8047643322
2493,"USA",495.7177339941716,192668.12511590592
2494,"USA",495.7895250151565,192967.74385766624
2495,"USA",495.8612357478289,193266.66102875947
2496,"USA",495.9328662688801,193564.87668360144
2497,"USA",496.0044166549612,193862.3908917559
2498,"USA",496.07588698268376,194159.20373781383
2499,"USA",496.147277328619,194455.31532127256
2500,"USA",496.2185877692978,194750.72575641525
2501,"USA",496.28981838121126,195045.43517219144
2502,"USA",496.36096924080977,195339.44371209713
2503,"USA",496.43204042450344,195632.7515340558
2504,"USA",496.5030320086621,195925.35881029983
2505,"USA",496.57394406961487,196217.2657272519
2506,"USA",496.6447766836504,196508.47248540728
2507,"USA",496.71552992701675,196798.97929921612
2508,"USA",496.78620387592105,197088.78639696672
2509,"USA",496.8567986065298,197377.8940206684
2510,"USA",496.92731419496863,197666.3024259355
2511,"USA",496.9977507173221,197954.01188187147
2512,"USA",497.0681082496339,198241.02267095353
2513,"USA",497.13838686790655,198527.33508891743
2514,"USA",497.20858664810146,198812.94944464337
2515,"USA",497.2787076661388,199097.86606004144
2516,"USA",497.3487499978976,199382.085269938
2517,"USA",497.4187137192154,199665.60742196275
2518,"USA",497.4885989058883,199948.43287643557
2519,"USA",497.5584056336711,200230.5620062542
2520,"USA",497.628133978277,200511.9951967828
2521,"USA",497.69778401537735,200792.73284573972
2522,"USA",497.7673558206021,201072.77536308716
2523,"USA",497.8368494695394,201352.1231709203
2524,"USA",497.90626503773547,201630.7767033573
2525,"USA",497.97560260069474,201908.7364064295
2526,"USA",498.0448622338798,202186.0027379727
2527,"USA",498.114044012711,202462.576167518
2528,"USA",498.1831480125669,202738.45717618347
2529,"USA",498.2521743087837,203013.64625656695
2530,"USA",498.3211229766556,203288.14391263833
2531,"USA",498.38999409143435,203561.9506596327
2532,"USA",498.4587877283296,203835.06702394428
2533,"USA",498.5275039625083,204107.49354302004
2534,"USA",498.59614286909544,204379.2307652548
2535,"USA",498.664704523173,204650.279249886
2536,"USA",498.7331889997806,204920.6395668895
2537,"USA",498.80159637391534,205190.3122968753
2538,"USA",498.8699267205316,205459.2980309841
2539,"USA",498.9381801145409,205727.59737078453
2540,"USA",499.00635663081187,205995.2109281705
2541,"USA",499.0744563441705,206262.13932525896
2542,"USA",499.1424793293999,206528.38319428885
2543,"USA",499.21042566123987,206793.94317751937
2544,"USA",499.2782954143874,207058.8199271299
2545,"USA",499.34608866349635,207323.0141051198
2546,"USA",499.4138054831774,207586.52638320875
2547,"USA",499.481445947998,207849.35744273773
2548,"USA",499.5490101324823,208111.50797457015
2549,"USA",499.6164981111111,208372.9786789943
2550,"USA",499.68390995832186,208633.77026562495
2551,"USA",499.75124574850855,208893.88345330695
2552,"USA",499.8185055560217,209153.3189700182
2553,"USA",499.8856894551682,209412.07755277352
2554,"USA",499.9527975202113,209670.15994752912
2555,"USA",500.0198298253707,209927.56690908756
2556,"USA",500.0867864448223,210184.2992010027
2557,"USA",500.1536674526982,210440.357595486
2558,"USA",500.2204729230866,210695.7428733126
2559,"USA",500.287202930032,210950.45582372817
2560,"USA",500.3538575475347,211204.4972443565
2561,"USA",500.4204368495512,211457.86794110705
2562,"USA",500.48694090999385,211710.56872808328
2563,"USA",500.55336980273086,211962.60042749185
2564,"USA",500.6197236015863,212213.96386955143
2565,"USA",500.6860023803402,212464.6598924032
2566,"USA",500.7522062127281,212714.6893420204
2567,"USA",500.8183351724413,212964.0530721199
2568,"USA",500.8843893331267,213212.7519440729
2569,"USA",500.9503687683868,213460.7868268173
2570,"USA",501.0162735517796,213708.1585967696
2571,"USA",501.0821037568185,213954.8681377381
2572,"USA",501.1478594569726,214200.9163408359
2573,"USA",501.213540725666,214446.30410439477
2574,"USA",501.2791476362785,214691.0323338799
2575,"USA",501.3446802621448,214935.1019418041
2576,"USA",501.4101386765552,215178.5138476433
2577,"USA",501.4755229527548,215421.26897775292
2578,"USA",501.5408331639441,215663.36826528303
2579,"USA",501.6060693832785,215904.8126500963
2580,"USA",501.67123168386854,216145.6030786849
2581,"USA",501.7363201387798,216385.7405040876
2582,"USA",501.8013348210325,216625.22588580937
2583,"USA",501.8662758036021,216864.060189739
2584,"USA",501.93114315941864,217102.244388069
2585,"USA",501.995936961367,217339.77945921503
2586,"USA",502.06065728228697,217576.6663877364
2587,"USA",502.1253041949728,217812.90616425677
2588,"USA",502.1898777721735,218048.49978538507
2589,"USA",502.2543780865926,218283.4482536376
2590,"USA",502.3188052108884,218517.75257736028
2591,"USA",502.38315921767344,218751.4137706508
2592,"USA",502.4474401795148,218984.4328532823
2593,"USA",502.5116481689342,219216.8108506272
2594,"USA",502.5757832584075,219448.5487935806
2595,"USA",502.639845520365,219679.6477184855
2596,"USA",502.703835027191,219910.1086670579
2597,"USA",502.7677518512245,220139.93268631215
2598,"USA",502.8315960647585,220369.12082848727
2599,"USA",502.89536774004006,220597.6741509732
2600,"USA",502.9590669492705,220825.59371623807
2601,"USA",503.02269376460504,221052.8805917558
2602,"USA",503.086248258153,221279.5358499337
2603,"USA",503.1497305019778,221505.56056804143
2604,"USA",503.2131405680966,221730.95582813965
2605,"USA",503.2764785284807,221955.7227170093
2606,"USA",503.3397444550551,222179.8623260819
2607,"USA",503.40293841969856,222403.37575136937
2608,"USA",503.4660604942438,222626.26409339535
2609,"USA",503.52911075047706,222848.5284571261
2610,"USA",503.5920892601385,223070.16995190273
2611,"USA",503.6549960949216,223291.18969137268
2612,"USA",503.7178313264739,223511.5887934233
2613,"USA",503.7805950263962,223731.36838011417
2614,"USA",503.843287266243,223950.5295776112
2615,"USA",503.9059081175222,224169.07351612073
2616,"USA",503.96845765169496,224387.0013298237
2617,"USA",504.03093594017633,224604.3141568109
2618,"USA",504.0933430543343,224821.0131390184
2619,"USA",504.1556790654906,225037.09942216345
2620,"USA",504.21794404491976,225252.57415568043
2621,"USA",504.28013806385,225467.43849265843
2622,"USA",504.3422611934626,225681.69358977771
2623,"USA",504.40431350489195,225895.340607248
2624,"USA",504.46629506922574,226108.38070874623
2625,"USA",504.5282059575048,226320.81506135548
2626,"USA",504.590046240723,226532.6448355035
2627,"USA",504.651815989827,226743.8712049027
2628,"USA",504.7135152757168,226954.49534648992
2629,"USA",504.77514416924527,227164.51844036655
2630,"USA",504.83670274121823,227373.94166973972
